1649	2569	344254813209070
1646	2560	344254814021449
1644	2544	344254814831751
1638	2518	344254815660907
1629	2498	344254816478216
1623	2490	344254817292629
1630	2495	344254818313581
1643	2512	344254819150883
1656	2529	344254819990571
1661	2542	344254820815020
1658	2552	344254821622486
1643	2553	344254822429140
1625	2539	344254823325185
1625	2512	344254824159628
1643	2489	344254824955824
1666	2476	344254825708155
1679	2476	344254826523689
1677	2495	344254827109524
1670	2512	344254828025867
1653	2537	344254828816623
1639	2554	344254829631797
1632	2560	344254830433506
1623	2554	344254831184708
1616	2538	344254832022302
1615	2513	344254832841318
1610	2496	344254833679043
1593	2495	344254834489538
1589	2505	344254835289347
1579	2519	344254836121994
1570	2535	344254836944231
1559	2554	344254837767518
1549	2566	344254838599851
1543	2564	344254839406667
1534	2550	344254840207541
1519	2524	344254841044610
1504	2506	344254841820758
1489	2504	344254842645246
1478	2519	344254843470365
1467	2540	344254844307585
1452	2551	344254845061129
1441	2553	344254845835121
1428	2548	344254846642901
1428	2539	344254847468437
1436	2520	344254848391328
1438	2497	344254849202948
1434	2472	344254849884275
1426	2461	344254850697140
1412	2461	344254851507430
1408	2475	344254852326051
1412	2501	344254853287351
1410	2522	344254854082244
1398	2535	344254854882094
1384	2531	344254855690022
1374	2513	344254856455318
1366	2490	344254857278796
1362	2466	344254858177459
1351	2455	344254859023653
1338	2462	344254859824832
1322	2480	344254860632713
1315	2505	344254861413099
1318	2532	344254862241582
1329	2548	344254863078788
1325	2553	344254863936302
1314	2540	344254864589789
1304	2522	344254865402217
1296	2499	344254866211406
1293	2491	344254867070778
1296	2494	344254867855145
1291	2503	344254868688664
1279	2514	344254869412070
1274	2525	344254870221591
1270	2539	344254870834523
1260	2547	344254871661553
1246	2548	344254872517288
1240	2537	344254873346265
1252	2511	344254874172861
1282	2485	344254874940395
1329	2470	344254875741898
1362	2467	344254876562349
1360	2477	344254877369875
1350	2503	344254878373711
1356	2523	344254879092418
1369	2537	344254879925341
1399	2540	344254880731751
1436	2525	344254881553913
1477	2504	344254882360534
1523	2472	344254883314860
1552	2459	344254884147467
1567	2464	344254884982359
1574	2479	344254885774322
1583	2489	344254886602887
1578	2497	344254887414604
1584	2513	344254888373356
1621	2527	344254889135182
1693	2526	344254889969924
1788	2503	344254890777383
1863	2477	344254891587983
1905	2453	344254892394295
1924	2449	344254893227969
1931	2465	344254894117569
1920	2490	344254894953967
1905	2512	344254895763073
1905	2526	344254896524296
1921	2528	344254897334538
1961	2507	344254898357609
2015	2484	344254899201483
2088	2468	344254899962287
2131	2464	344254900774888
2157	2469	344254901411357
2172	2481	344254902062104
2180	2491	344254902862571
2184	2497	344254903709414
2165	2498	344254904366112
2153	2497	344254905197872
2148	2486	344254906083528
2133	2464	344254906918147
2114	2447	344254907721221
2094	2435	344254908354312
2084	2438	344254909198914
2070	2458	344254910036897
2060	2479	344254910834498
2052	2488	344254911641040
2035	2486	344254912447643
2024	2476	344254913336990
2006	2466	344254914181153
1988	2452	344254915012595
1980	2427	344254915846742
1962	2409	344254916616457
1942	2403	344254917393524
1930	2414	344254918379604
1921	2436	344254919206639
1902	2461	344254920045588
1894	2485	344254920862515
1895	2499	344254921640084
1894	2496	344254922451078
1893	2484	344254923333695
1885	2459	344254924174614
1867	2446	344254924994851
1865	2452	344254925821602
1867	2470	344254926628198
1876	2492	344254927434658
1887	2516	344254928381915
1893	2531	344254929124680
1901	2542	344254929962369
1910	2545	344254930763520
1905	2531	344254931567584
1890	2506	344254932369848
1893	2485	344254933229698
1890	2478	344254934073677
1901	2484	344254934876577
1920	2505	344254935677439
1932	2531	344254936491583
1918	2552	344254937298973
1897	2565	344254938191500
1876	2565	344254939052413
1858	2549	344254939637862
1842	2531	344254940460587
