0	0	0	0	-1	345038259104392
1	0	0	0	-1	345038259841197
2	0	0	0	-1	345038260715226
0	0	0	0	-1	345038261460846
1	0	0	0	-1	345038262267964
2	0	0	0	-1	345038263076709
0	0	0	0	-1	345038263912939
1	0	0	0	-1	345038264648834
2	0	0	0	-1	345038265368137
0	0	0	0	-1	345038266219468
1	0	0	0	-1	345038267030325
2	0	0	0	-1	345038267840133
0	0	0	0	-1	345038268695524
1	0	0	0	-1	345038269431601
2	0	0	0	-1	345038270239639
0	0	0	0	-1	345038271086901
1	0	0	0	-1	345038271893743
2	0	0	0	-1	345038272712317
0	0	0	0	-1	345038273578945
1	0	0	0	-1	345038274362546
2	0	0	0	-1	345038275181564
0	0	0	0	-1	345038275854924
1	0	0	0	-1	345038276696412
2	0	0	0	-1	345038277537864
0	0	0	0	-1	345038278373269
1	0	0	0	-1	345038279159362
2	0	0	0	-1	345038279975692
0	0	0	0	-1	345038280814728
1	0	0	0	-1	345038281672168
2	0	0	0	-1	345038282447412
0	0	0	0	-1	345038283277332
1	0	0	0	-1	345038284062716
2	0	0	0	-1	345038284872770
0	0	0	0	-1	345038285698247
1	0	0	0	-1	345038286559108
2	0	0	0	-1	345038287369180
0	0	0	0	-1	345038288203289
1	0	0	0	-1	345038288950482
2	0	0	0	-1	345038289784432
0	0	0	0	-1	345038290705912
1	0	0	0	-1	345038291565093
2	0	0	0	-1	345038292371230
0	0	0	0	-1	345038293200592
1	0	0	0	-1	345038293982879
2	0	0	0	-1	345038294891034
0	0	0	0	-1	345038295751164
1	0	0	0	-1	345038296612318
2	0	0	0	-1	345038297424871
0	0	0	0	-1	345038298253453
1	0	0	0	-1	345038299033878
2	0	0	0	-1	345038299841131
0	0	0	0	-1	345038300685036
1	0	0	0	-1	345038301493717
2	0	0	0	-1	345038302310316
0	0	0	0	-1	345038303138738
1	0	0	0	-1	345038303953034
2	0	0	0	-1	345038304786234
0	0	0	0	-1	345038305657568
1	0	0	0	-1	345038306470498
2	0	0	0	-1	345038307079063
0	0	0	0	-1	345038307884919
1	0	0	0	-1	345038308692784
2	0	0	0	-1	345038309596515
0	0	0	0	-1	345038310431507
1	0	0	0	-1	345038311208120
2	0	0	0	-1	345038312023157
0	0	0	0	-1	345038312885480
1	0	0	0	-1	345038313679254
2	0	0	0	-1	345038314500478
0	0	0	0	-1	345038315339364
1	0	0	0	-1	345038316148188
2	0	0	0	-1	345038316954143
0	0	0	0	-1	345038317811920
1	0	0	0	-1	345038318727147
2	0	0	0	-1	345038319545703
0	0	0	0	-1	345038320381694
1	0	0	0	-1	345038321204591
2	0	0	0	-1	345038322025532
0	0	0	0	-1	345038322865301
1	0	0	0	-1	345038323706423
2	0	0	0	-1	345038324547013
0	0	0	0	-1	345038325393999
1	0	0	0	-1	345038326197416
2	0	0	0	-1	345038327022984
0	0	0	0	-1	345038327856920
1	0	0	0	-1	345038328707466
2	0	0	0	-1	345038329573250
0	0	0	0	-1	345038330178094
1	0	0	0	-1	345038331020675
2	0	0	0	-1	345038331844073
0	0	0	0	-1	345038332695678
1	0	0	0	-1	345038333482455
2	0	0	0	-1	345038334078541
0	0	0	0	-1	345038334909134
1	0	0	0	-1	345038335754264
2	0	0	0	-1	345038336622156
0	0	0	0	-1	345038337440269
1	0	0	0	-1	345038338161114
2	0	0	0	-1	345038338979681
0	0	0	0	-1	345038339834803
1	0	0	0	-1	345038340582076
2	0	0	0	-1	345038341419144
0	0	0	0	-1	345038342261426
1	0	0	0	-1	345038343044495
2	0	0	0	-1	345038343853794
0	0	0	0	-1	345038344605322
1	0	0	0	-1	345038345407968
2	0	0	0	-1	345038346251072
0	0	0	0	-1	345038347056720
1	0	0	0	-1	345038347839967
2	0	0	0	-1	345038348675169
0	0	0	0	-1	345038349357625
1	0	0	0	-1	345038350156098
2	0	0	0	-1	345038351105100
0	0	0	0	-1	345038351937391
1	0	0	0	-1	345038352742651
2	0	0	0	-1	345038353581534
0	0	0	0	-1	345038354403970
1	0	0	0	-1	345038355214216
2	0	0	0	-1	345038356082730
0	0	0	0	-1	345038356908032
1	0	0	0	-1	345038357718764
2	0	0	0	-1	345038358561168
0	0	0	0	-1	345038359388041
1	0	0	0	-1	345038360209627
2	0	0	0	-1	345038361047356
0	0	0	0	-1	345038361884347
1	0	0	0	-1	345038362698711
2	0	0	0	-1	345038363348882
0	0	0	0	-1	345038364179556
1	0	0	0	-1	345038365000145
2	0	0	0	-1	345038365946117
0	0	0	0	-1	345038366812653
1	0	0	0	-1	345038367474323
2	0	0	0	-1	345038368287704
0	0	0	0	-1	345038369126462
1	0	0	0	-1	345038369911770
2	0	0	0	-1	345038370772947
0	0	0	0	-1	345038371623699
1	0	0	0	-1	345038372406834
2	0	0	0	-1	345038373208541
0	0	0	0	-1	345038373959670
1	0	0	0	-1	345038374795986
2	0	0	0	-1	345038375638624
0	0	0	0	-1	345038376487240
1	0	0	0	-1	345038377230011
2	0	0	0	-1	345038377866741
0	0	0	0	-1	345038378722018
1	0	0	0	-1	345038379557876
2	0	0	0	-1	345038380364333
0	0	0	0	-1	345038381217029
1	0	0	0	-1	345038381982386
2	0	0	0	-1	345038382814059
0	0	0	0	-1	345038383676073
1	0	0	0	-1	345038384490019
2	0	0	0	-1	345038385318524
0	0	0	0	-1	345038386176333
1	0	0	0	-1	345038386960429
2	0	0	0	-1	345038387798914
0	0	0	0	-1	345038388656791
1	0	0	0	-1	345038389480520
2	0	0	0	-1	345038390292433
0	0	0	0	-1	345038391153164
1	0	0	0	-1	345038391955104
2	0	0	0	-1	345038392735192
0	0	0	0	-1	345038393596105
1	0	0	0	-1	345038394410860
2	0	0	0	-1	345038395225875
0	-100.21	360.632	52.056	21.7224	345038396081681
1	-27.8895	353.928	191.757	3.63363	345038396894829
2	40.6738	362.465	276.465	3.60334	345038397742057
0	-101.22	363.016	55.0902	8.35322	345038398603085
1	-28.284	354.013	192.11	4.2685	345038399402017
2	40.2748	362.384	276.861	4.25656	345038400211877
0	-101.342	363.387	55.0558	8.352	345038401068129
1	-28.481	354.468	192.116	4.26788	345038401683148
2	40.1008	362.712	276.858	4.2561	345038402329315
0	-101.505	363.809	55.0029	7.25576	345038403161590
1	-28.6664	354.822	191.91	28.8784	345038403944088
2	39.9253	363.081	276.969	30.7645	345038404771586
0	-101.675	364.23	54.9984	24.0959	345038405629404
1	-28.8507	355.396	192.096	7.76724	345038406461947
2	39.6807	363.392	276.859	7.65947	345038407268960
0	-101.766	364.565	54.8691	8.3485	345038408102170
1	-29.0837	355.84	192.063	4.26608	345038408882389
2	39.5647	363.662	276.893	4.25468	345038409682098
0	-101.917	364.945	54.8057	8.3472	345038410519798
1	-29.3074	356.332	192.013	4.26545	345038411237099
2	39.3858	364	276.851	4.25424	345038412063430
0	-102.049	365.303	54.724	8.34614	345038412906704
1	-29.4885	356.764	191.997	4.26491	345038413723172
2	39.21	364.312	276.851	4.25379	345038414621753
0	-102.157	365.62	54.7028	8.34504	345038415388116
1	-29.6575	357.151	192.02	4.26437	345038416190329
2	39.0519	364.582	276.874	4.25337	345038417010469
0	-102.322	366.016	54.6256	8.34385	345038417840157
1	-29.8664	357.617	191.969	4.26378	345038418678821
2	38.8567	364.916	276.822	4.25291	345038419463748
0	-102.426	366.328	54.5795	8.34288	345038420293043
1	-30.0211	357.978	191.99	4.26329	345038421099524
2	38.6825	365.198	276.82	4.2525	345038421692878
0	-102.569	366.693	54.4852	8.34187	345038422514471
1	-30.24	358.429	191.93	4.26271	345038423324726
2	38.5103	365.466	276.855	4.25204	345038424135208
0	-102.686	367.007	54.4675	8.34078	345038424978492
1	-30.4253	358.832	191.917	4.26219	345038425738684
2	38.3527	365.776	276.804	4.25165	345038426595911
0	-102.809	367.353	54.3574	8.33993	345038427429961
1	-30.5737	359.176	191.943	4.26172	345038428250487
2	38.1827	366.018	276.839	4.25124	345038429075200
0	-102.94	367.679	54.2993	8.33891	345038429703704
1	-30.7869	359.608	191.898	4.26115	345038430494729
2	38.0244	366.327	276.783	4.25085	345038431333745
0	-103.077	368.026	54.2594	8.33774	345038432011598
1	-30.9444	359.967	191.885	4.26068	345038432944597
2	37.8384	366.592	276.788	4.25043	345038433792461
0	-103.161	368.272	54.1384	21.4019	345038434658393
1	-31.0923	360.3	191.901	4.26023	345038435474274
2	37.6833	366.825	276.817	4.25003	345038436236216
0	-103.303	368.631	54.1193	7.46768	345038437076414
1	-31.2572	360.725	191.82	3.6248	345038437682015
2	37.5198	367.12	276.757	3.59695	345038438498052
0	-103.4	368.934	54.0883	8.335	345038439323344
1	-31.4302	361.019	191.863	4.25929	345038440134020
2	37.3552	367.356	276.767	4.24927	345038441034156
0	-103.528	369.247	53.9933	8.33423	345038441867934
1	-31.6283	361.414	191.797	4.25879	345038442488653
2	37.2063	367.574	276.797	4.2489	345038443294505
